Time Stamp          EXEC TI BUSFR BUSHR BUSDH BUSSD IDLFR IDLHR IDLSD BLTSL GPRST BUDTF BUDTH IDDTH DAPSI BUSDF BUDF8
2017-11-23 13:08:00  11.061 00000 00000 00000 00000 00230 00000 00272 00192 00790 00000 00000 00000 00000 00000 00000
2017-11-23 13:08:15  11.065 00000 00000 00000 00000 00234 00000 00272 00192 00786 00000 00000 00000 00000 00000 00000
2017-11-23 13:08:30  11.069 00000 00000 00000 00000 00245 00000 00272 00192 00775 00000 00000 00000 00000 00000 00000
2017-11-23 13:08:45  11.074 00000 00000 00000 00000 00206 00000 00272 00192 00814 00000 00000 00000 00000 00000 00000
2017-11-23 13:09:00  11.078 00000 00000 00000 00000 00230 00000 00272 00192 00790 00000 00000 00000 00000 00000 00000
2017-11-23 13:09:15  11.082 00000 00000 00000 00000 00215 00000 00272 00192 00805 00000 00000 00000 00000 00000 00000
2017-11-23 13:09:30  11.086 00000 00000 00000 00000 00221 00000 00272 00192 00799 00000 00000 00000 00000 00000 00000
2017-11-23 13:09:45  11.090 00000 00000 00000 00000 00211 00000 00272 00192 00809 00000 00000 00000 00000 00000 00000
2017-11-23 13:10:00  11.094 00000 00000 00000 00000 00174 00000 00272 00192 00846 00000 00000 00000 00000 00000 00000
2017-11-23 13:10:15  11.099 00000 00000 00000 00000 00178 00000 00272 00192 00842 00000 00000 00000 00000 00000 00000
2017-11-23 13:10:30  11.103 00000 00000 00000 00000 00173 00000 00272 00192 00847 00000 00000 00000 00000 00000 00000
2017-11-23 13:10:45  11.107 00000 00000 00000 00000 00161 00000 00272 00192 00859 00000 00000 00000 00000 00000 00000
2017-11-23 13:11:00  11.111 00000 00000 00000 00000 00163 00000 00272 00192 00857 00000 00000 00000 00000 00000 00000
2017-11-23 13:11:15  11.115 00000 00000 00000 00000 00224 00000 00272 00192 00796 00000 00000 00000 00000 00000 00000
2017-11-23 13:11:30  11.119 00000 00000 00000 00000 00244 00000 00272 00192 00776 00000 00000 00000 00000 00000 00000
2017-11-23 13:11:45  11.124 00000 00000 00000 00000 00259 00000 00272 00192 00761 00000 00000 00000 00000 00000 00000
2017-11-23 13:12:00  11.128 00000 00000 00000 00000 00292 00000 00272 00192 00728 00000 00000 00000 00000 00000 00000
2017-11-23 13:12:15  11.132 00000 00000 00000 00000 00291 00000 00272 00192 00729 00000 00000 00000 00000 00000 00000
2017-11-23 13:12:30  11.136 00000 00000 00000 00000 00269 00000 00272 00192 00751 00000 00000 00000 00000 00000 00000
2017-11-23 13:12:45  11.140 00000 00000 00000 00000 00243 00000 00272 00192 00777 00000 00000 00000 00000 00000 00000
2017-11-23 13:13:00  11.144 00000 00000 00000 00000 00217 00000 00272 00192 00803 00000 00000 00000 00000 00000 00000
2017-11-23 13:13:15  11.149 00000 00000 00000 00000 00242 00000 00272 00192 00778 00000 00000 00000 00000 00000 00000
2017-11-23 13:13:30  11.153 00000 00000 00000 00000 00238 00000 00272 00192 00782 00000 00000 00000 00000 00000 00000
2017-11-23 13:13:45  11.157 00000 00000 00000 00000 00245 00000 00272 00192 00775 00000 00000 00000 00000 00000 00000
2017-11-23 13:14:00  11.161 00000 00000 00000 00000 00243 00000 00272 00192 00777 00000 00000 00000 00000 00000 00000
2017-11-23 13:14:15  11.165 00000 00000 00000 00000 00261 00000 00272 00192 00759 00000 00000 00000 00000 00000 00000
2017-11-23 13:14:30  11.169 00000 00000 00000 00000 00246 00000 00272 00192 00774 00000 00000 00000 00000 00000 00000
2017-11-23 13:14:45  11.174 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 13:15:00  11.178 00000 00000 00000 00000 00221 00000 00272 00192 00799 00000 00000 00000 00000 00000 00000
2017-11-23 13:15:15  11.182 00000 00000 00000 00000 00193 00000 00272 00192 00827 00000 00000 00000 00000 00000 00000
2017-11-23 13:15:30  11.186 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 13:15:45  11.190 00000 00000 00000 00000 00192 00000 00272 00192 00828 00000 00000 00000 00000 00000 00000
2017-11-23 13:16:00  11.194 00000 00000 00000 00000 00211 00000 00272 00192 00809 00000 00000 00000 00000 00000 00000
2017-11-23 13:16:15  11.199 00000 00000 00000 00000 00191 00000 00272 00192 00829 00000 00000 00000 00000 00000 00000
2017-11-23 13:16:30  11.203 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 13:16:45  11.207 00000 00000 00000 00000 00209 00000 00272 00192 00811 00000 00000 00000 00000 00000 00000
2017-11-23 13:17:00  11.211 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 13:17:15  11.215 00000 00000 00000 00000 00189 00000 00272 00192 00831 00000 00000 00000 00000 00000 00000
2017-11-23 13:17:30  11.219 00000 00000 00000 00000 00234 00000 00272 00192 00786 00000 00000 00000 00000 00000 00000
2017-11-23 13:17:45  11.224 00000 00000 00000 00000 00198 00000 00272 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 13:18:00  11.228 00000 00000 00000 00000 00302 00000 00272 00192 00718 00000 00000 00000 00000 00000 00000
2017-11-23 13:18:15  11.232 00000 00000 00000 00000 00374 00000 00272 00192 00646 00000 00000 00000 00000 00000 00000
2017-11-23 13:18:30  11.236 00000 00000 00000 00000 00390 00000 00272 00192 00630 00000 00000 00000 00000 00000 00000
2017-11-23 13:18:45  11.240 00000 00000 00000 00000 00394 00000 00272 00192 00626 00000 00000 00000 00000 00000 00000
2017-11-23 13:19:00  11.244 00000 00000 00000 00000 00339 00000 00272 00192 00681 00000 00000 00000 00000 00000 00000
2017-11-23 13:19:15  11.249 00000 00000 00000 00000 00265 00000 00272 00192 00755 00000 00000 00000 00000 00000 00000
2017-11-23 13:19:30  11.253 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 13:19:45  11.257 00000 00000 00000 00000 00225 00000 00272 00192 00795 00000 00000 00000 00000 00000 00000
2017-11-23 13:20:00  11.261 00000 00000 00000 00000 00225 00000 00272 00192 00795 00000 00000 00000 00000 00000 00000
2017-11-23 13:20:15  11.265 00000 00000 00000 00000 00216 00000 00272 00192 00804 00000 00000 00000 00000 00000 00000
2017-11-23 13:20:30  11.269 00000 00000 00000 00000 00209 00000 00272 00192 00811 00000 00000 00000 00000 00000 00000
2017-11-23 13:20:45  11.274 00000 00000 00000 00000 00220 00000 00272 00192 00800 00000 00000 00000 00000 00000 00000
2017-11-23 13:21:00  11.278 00000 00000 00000 00000 00228 00000 00272 00192 00792 00000 00000 00000 00000 00000 00000
2017-11-23 13:21:15  11.282 00000 00000 00000 00000 00206 00000 00272 00192 00814 00000 00000 00000 00000 00000 00000
2017-11-23 13:21:30  11.286 00000 00000 00000 00000 00224 00000 00272 00192 00796 00000 00000 00000 00000 00000 00000
2017-11-23 13:21:45  11.290 00000 00000 00000 00000 00219 00000 00272 00192 00801 00000 00000 00000 00000 00000 00000
2017-11-23 13:22:00  11.294 00000 00000 00000 00000 00242 00000 00272 00192 00778 00000 00000 00000 00000 00000 00000
2017-11-23 13:22:15  11.299 00000 00000 00000 00000 00227 00000 00272 00192 00793 00000 00000 00000 00000 00000 00000
2017-11-23 13:22:30  11.303 00000 00000 00000 00000 00230 00000 00272 00192 00790 00000 00000 00000 00000 00000 00000
2017-11-23 13:22:45  11.307 00000 00000 00000 00000 00288 00000 00272 00192 00732 00000 00000 00000 00000 00000 00000
2017-11-23 13:23:00  11.311 00000 00000 00000 00000 00279 00000 00272 00192 00741 00000 00000 00000 00000 00000 00000
2017-11-23 13:23:15  11.315 00000 00000 00000 00000 00281 00000 00272 00192 00739 00000 00000 00000 00000 00000 00000
2017-11-23 13:23:30  11.319 00000 00000 00000 00000 00266 00000 00272 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 13:23:45  11.324 00000 00000 00000 00000 00266 00000 00272 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 13:24:00  11.328 00000 00000 00000 00000 00240 00000 00272 00192 00780 00000 00000 00000 00000 00000 00000
2017-11-23 13:24:15  11.332 00000 00000 00000 00000 00217 00000 00272 00192 00803 00000 00000 00000 00000 00000 00000
2017-11-23 13:24:30  11.336 00000 00000 00000 00000 00180 00000 00272 00192 00840 00000 00000 00000 00000 00000 00000
2017-11-23 13:24:45  11.340 00000 00000 00000 00000 00198 00000 00272 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 13:25:00  11.344 00000 00000 00000 00000 00217 00000 00272 00192 00803 00000 00000 00000 00000 00000 00000
2017-11-23 13:25:15  11.349 00000 00000 00000 00000 00220 00000 00272 00192 00800 00000 00000 00000 00000 00000 00000
2017-11-23 13:25:30  11.353 00000 00000 00000 00000 00210 00000 00272 00192 00810 00000 00000 00000 00000 00000 00000
2017-11-23 13:25:45  11.357 00000 00000 00000 00000 00227 00000 00272 00192 00793 00000 00000 00000 00000 00000 00000
2017-11-23 13:26:00  11.361 00000 00000 00000 00000 00207 00000 00272 00192 00813 00000 00000 00000 00000 00000 00000
2017-11-23 13:26:15  11.365 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 13:26:30  11.369 00000 00000 00000 00000 00173 00000 00272 00192 00847 00000 00000 00000 00000 00000 00000
2017-11-23 13:26:45  11.374 00000 00000 00000 00000 00198 00000 00272 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 13:27:00  11.378 00000 00000 00000 00000 00217 00000 00272 00192 00803 00000 00000 00000 00000 00000 00000
2017-11-23 13:27:15  11.382 00000 00000 00000 00000 00213 00000 00272 00192 00807 00000 00000 00000 00000 00000 00000
2017-11-23 13:27:30  11.386 00000 00000 00000 00000 00221 00000 00272 00192 00799 00000 00000 00000 00000 00000 00000
2017-11-23 13:27:45  11.390 00000 00000 00000 00000 00284 00000 00272 00192 00736 00000 00000 00000 00000 00000 00000
2017-11-23 13:28:00  11.394 00000 00000 00000 00000 00283 00000 00272 00192 00737 00000 00000 00000 00000 00000 00000
2017-11-23 13:28:15  11.399 00000 00000 00000 00000 00242 00000 00272 00192 00778 00000 00000 00000 00000 00000 00000
2017-11-23 13:28:30  11.403 00000 00000 00000 00000 00282 00000 00272 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 13:28:45  11.407 00000 00000 00000 00000 00256 00000 00272 00192 00764 00000 00000 00000 00000 00000 00000
2017-11-23 13:29:00  11.411 00000 00000 00000 00000 00232 00000 00272 00192 00788 00000 00000 00000 00000 00000 00000
2017-11-23 13:29:15  11.415 00000 00000 00000 00000 00241 00000 00272 00192 00779 00000 00000 00000 00000 00000 00000
2017-11-23 13:29:30  11.419 00000 00000 00000 00000 00239 00000 00272 00192 00781 00000 00000 00000 00000 00000 00000
2017-11-23 13:29:45  11.424 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 13:30:00  11.428 00000 00000 00000 00000 00196 00000 00272 00192 00824 00000 00000 00000 00000 00000 00000
2017-11-23 13:30:15  11.432 00000 00000 00000 00000 00204 00000 00272 00192 00816 00000 00000 00000 00000 00000 00000
2017-11-23 13:30:30  11.436 00000 00000 00000 00000 00191 00000 00272 00192 00829 00000 00000 00000 00000 00000 00000
2017-11-23 13:30:45  11.440 00000 00000 00000 00000 00192 00000 00272 00192 00828 00000 00000 00000 00000 00000 00000
2017-11-23 13:31:00  11.444 00000 00000 00000 00000 00183 00000 00272 00192 00837 00000 00000 00000 00000 00000 00000
2017-11-23 13:31:15  11.449 00000 00000 00000 00000 00214 00000 00272 00192 00806 00000 00000 00000 00000 00000 00000
2017-11-23 13:31:30  11.453 00000 00000 00000 00000 00268 00000 00272 00192 00752 00000 00000 00000 00000 00000 00000
2017-11-23 13:31:45  11.457 00000 00000 00000 00000 00281 00000 00272 00192 00739 00000 00000 00000 00000 00000 00000
2017-11-23 13:32:00  11.461 00000 00000 00000 00000 00287 00000 00272 00192 00733 00000 00000 00000 00000 00000 00000
2017-11-23 13:32:15  11.465 00000 00000 00000 00000 00298 00000 00272 00192 00722 00000 00000 00000 00000 00000 00000
2017-11-23 13:32:30  11.469 00000 00000 00000 00000 00339 00000 00272 00192 00681 00000 00000 00000 00000 00000 00000
2017-11-23 13:32:45  11.474 00000 00000 00000 00000 00304 00000 00272 00192 00716 00000 00000 00000 00000 00000 00000
2017-11-23 13:33:00  11.478 00000 00000 00000 00000 00282 00000 00272 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 13:33:15  11.482 00000 00000 00000 00000 00277 00000 00272 00192 00743 00000 00000 00000 00000 00000 00000
2017-11-23 13:33:30  11.486 00000 00000 00000 00000 00278 00000 00272 00192 00742 00000 00000 00000 00000 00000 00000
2017-11-23 13:33:45  11.490 00000 00000 00000 00000 00227 00000 00272 00192 00793 00000 00000 00000 00000 00000 00000
2017-11-23 13:34:00  11.494 00000 00000 00000 00000 00229 00000 00272 00192 00791 00000 00000 00000 00000 00000 00000
2017-11-23 13:34:15  11.499 00000 00000 00000 00000 00239 00000 00272 00192 00781 00000 00000 00000 00000 00000 00000
2017-11-23 13:34:30  11.503 00000 00000 00000 00000 00234 00000 00272 00192 00786 00000 00000 00000 00000 00000 00000
2017-11-23 13:34:45  11.507 00000 00000 00000 00000 00195 00000 00272 00192 00825 00000 00000 00000 00000 00000 00000
2017-11-23 13:35:00  11.511 00000 00000 00000 00000 00223 00000 00272 00192 00797 00000 00000 00000 00000 00000 00000
2017-11-23 13:35:15  11.515 00000 00000 00000 00000 00222 00000 00272 00192 00798 00000 00000 00000 00000 00000 00000
2017-11-23 13:35:30  11.519 00000 00000 00000 00000 00252 00000 00272 00192 00768 00000 00000 00000 00000 00000 00000
2017-11-23 13:35:45  11.524 00000 00000 00000 00000 00255 00000 00272 00192 00765 00000 00000 00000 00000 00000 00000
2017-11-23 13:36:00  11.528 00000 00000 00000 00000 00284 00000 00272 00192 00736 00000 00000 00000 00000 00000 00000
2017-11-23 13:36:15  11.532 00000 00000 00000 00000 00285 00000 00272 00192 00735 00000 00000 00000 00000 00000 00000
2017-11-23 13:36:30  11.536 00000 00000 00000 00000 00316 00000 00272 00192 00704 00000 00000 00000 00000 00000 00000
2017-11-23 13:36:45  11.540 00000 00000 00000 00000 00282 00000 00272 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 13:37:00  11.544 00000 00000 00000 00000 00270 00000 00272 00192 00750 00000 00000 00000 00000 00000 00000
2017-11-23 13:37:15  11.549 00000 00000 00000 00000 00256 00000 00272 00192 00764 00000 00000 00000 00000 00000 00000
2017-11-23 13:37:30  11.553 00000 00000 00000 00000 00229 00000 00272 00192 00791 00000 00000 00000 00000 00000 00000
2017-11-23 13:37:45  11.557 00000 00000 00000 00000 00220 00000 00272 00192 00800 00000 00000 00000 00000 00000 00000
2017-11-23 13:38:00  11.561 00000 00000 00000 00000 00237 00000 00272 00192 00783 00000 00000 00000 00000 00000 00000
2017-11-23 13:38:15  11.565 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 13:38:30  11.569 00000 00000 00000 00000 00200 00000 00272 00192 00820 00000 00000 00000 00000 00000 00000
2017-11-23 13:38:45  11.574 00000 00000 00000 00000 00192 00000 00272 00192 00828 00000 00000 00000 00000 00000 00000
2017-11-23 13:39:00  11.578 00000 00000 00000 00000 00180 00000 00272 00192 00840 00000 00000 00000 00000 00000 00000
2017-11-23 13:39:15  11.582 00000 00000 00000 00000 00256 00000 00272 00192 00764 00000 00000 00000 00000 00000 00000
2017-11-23 13:39:30  11.586 00000 00000 00000 00000 00234 00000 00272 00192 00786 00000 00000 00000 00000 00000 00000
2017-11-23 13:39:45  11.590 00000 00000 00000 00000 00225 00000 00272 00192 00795 00000 00000 00000 00000 00000 00000
2017-11-23 13:40:00  11.594 00000 00000 00000 00000 00241 00000 00272 00192 00779 00000 00000 00000 00000 00000 00000
2017-11-23 13:40:15  11.599 00000 00000 00000 00000 00282 00000 00272 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 13:40:30  11.603 00000 00000 00000 00000 00263 00000 00272 00192 00757 00000 00000 00000 00000 00000 00000
2017-11-23 13:40:45  11.607 00000 00000 00000 00000 00273 00000 00272 00192 00747 00000 00000 00000 00000 00000 00000
2017-11-23 13:41:00  11.611 00000 00000 00000 00000 00261 00000 00272 00192 00759 00000 00000 00000 00000 00000 00000
2017-11-23 13:41:15  11.615 00000 00000 00000 00000 00246 00000 00272 00192 00774 00000 00000 00000 00000 00000 00000
2017-11-23 13:41:30  11.619 00000 00000 00000 00000 00245 00000 00272 00192 00775 00000 00000 00000 00000 00000 00000
2017-11-23 13:41:45  11.624 00000 00000 00000 00000 00200 00000 00272 00192 00820 00000 00000 00000 00000 00000 00000
2017-11-23 13:42:00  11.628 00000 00000 00000 00000 00180 00000 00272 00192 00840 00000 00000 00000 00000 00000 00000
2017-11-23 13:42:15  11.632 00000 00000 00000 00000 00159 00000 00272 00192 00861 00000 00000 00000 00000 00000 00000
2017-11-23 13:42:30  11.636 00000 00000 00000 00000 00205 00000 00272 00192 00815 00000 00000 00000 00000 00000 00000
2017-11-23 13:42:45  11.640 00000 00000 00000 00000 00212 00000 00272 00192 00808 00000 00000 00000 00000 00000 00000
2017-11-23 13:43:00  11.644 00000 00000 00000 00000 00218 00000 00272 00192 00802 00000 00000 00000 00000 00000 00000
2017-11-23 13:43:15  11.649 00000 00000 00000 00000 00195 00000 00272 00192 00825 00000 00000 00000 00000 00000 00000
2017-11-23 13:43:30  11.653 00000 00000 00000 00000 00199 00000 00272 00192 00821 00000 00000 00000 00000 00000 00000
2017-11-23 13:43:45  11.657 00000 00000 00000 00000 00191 00000 00272 00192 00829 00000 00000 00000 00000 00000 00000
2017-11-23 13:44:00  11.661 00000 00000 00000 00000 00204 00000 00272 00192 00816 00000 00000 00000 00000 00000 00000
2017-11-23 13:44:15  11.665 00000 00000 00000 00000 00194 00000 00272 00192 00826 00000 00000 00000 00000 00000 00000
2017-11-23 13:44:30  11.669 00000 00000 00000 00000 00216 00000 00272 00192 00804 00000 00000 00000 00000 00000 00000
2017-11-23 13:44:45  11.674 00000 00000 00000 00000 00279 00000 00272 00192 00741 00000 00000 00000 00000 00000 00000
2017-11-23 13:45:00  11.678 00000 00000 00000 00000 00287 00000 00272 00192 00733 00000 00000 00000 00000 00000 00000
2017-11-23 13:45:15  11.682 00000 00000 00000 00000 00264 00000 00272 00192 00756 00000 00000 00000 00000 00000 00000
2017-11-23 13:45:30  11.686 00000 00000 00000 00000 00251 00000 00272 00192 00769 00000 00000 00000 00000 00000 00000
2017-11-23 13:45:45  11.690 00000 00000 00000 00000 00242 00000 00272 00192 00778 00000 00000 00000 00000 00000 00000
2017-11-23 13:46:00  11.694 00000 00000 00000 00000 00221 00000 00272 00192 00799 00000 00000 00000 00000 00000 00000
2017-11-23 13:46:15  11.699 00000 00000 00000 00000 00172 00000 00272 00192 00848 00000 00000 00000 00000 00000 00000
2017-11-23 13:46:30  11.703 00000 00000 00000 00000 00186 00000 00272 00192 00834 00000 00000 00000 00000 00000 00000
2017-11-23 13:46:45  11.707 00000 00000 00000 00000 00172 00000 00272 00192 00848 00000 00000 00000 00000 00000 00000
2017-11-23 13:47:00  11.711 00000 00000 00000 00000 00181 00000 00272 00192 00839 00000 00000 00000 00000 00000 00000
2017-11-23 13:47:15  11.715 00000 00000 00000 00000 00192 00000 00272 00192 00828 00000 00000 00000 00000 00000 00000
2017-11-23 13:47:30  11.719 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 13:47:45  11.724 00000 00000 00000 00000 00224 00000 00272 00192 00796 00000 00000 00000 00000 00000 00000
2017-11-23 13:48:00  11.728 00000 00000 00000 00000 00224 00000 00272 00192 00796 00000 00000 00000 00000 00000 00000
2017-11-23 13:48:15  11.732 00000 00000 00000 00000 00213 00000 00272 00192 00807 00000 00000 00000 00000 00000 00000
2017-11-23 13:48:30  11.736 00000 00000 00000 00000 00248 00000 00272 00192 00772 00000 00000 00000 00000 00000 00000
2017-11-23 13:48:45  11.740 00000 00000 00000 00000 00252 00000 00272 00192 00768 00000 00000 00000 00000 00000 00000
2017-11-23 13:49:00  11.744 00000 00000 00000 00000 00254 00000 00272 00192 00766 00000 00000 00000 00000 00000 00000
2017-11-23 13:49:15  11.749 00000 00000 00000 00000 00272 00000 00272 00192 00748 00000 00000 00000 00000 00000 00000
2017-11-23 13:49:30  11.753 00000 00000 00000 00000 00272 00000 00272 00192 00748 00000 00000 00000 00000 00000 00000
2017-11-23 13:49:45  11.757 00000 00000 00000 00000 00233 00000 00272 00192 00787 00000 00000 00000 00000 00000 00000
2017-11-23 13:50:00  11.761 00000 00000 00000 00000 00215 00000 00272 00192 00805 00000 00000 00000 00000 00000 00000
2017-11-23 13:50:15  11.765 00000 00000 00000 00000 00203 00000 00272 00192 00817 00000 00000 00000 00000 00000 00000
2017-11-23 13:50:30  11.769 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 13:50:45  11.774 00000 00000 00000 00000 00185 00000 00272 00192 00835 00000 00000 00000 00000 00000 00000
2017-11-23 13:51:00  11.778 00000 00000 00000 00000 00164 00000 00272 00192 00856 00000 00000 00000 00000 00000 00000
2017-11-23 13:51:15  11.782 00000 00000 00000 00000 00160 00000 00272 00192 00860 00000 00000 00000 00000 00000 00000
2017-11-23 13:51:30  11.786 00000 00000 00000 00000 00152 00000 00272 00192 00868 00000 00000 00000 00000 00000 00000
2017-11-23 13:51:45  11.790 00000 00000 00000 00000 00152 00000 00272 00192 00868 00000 00000 00000 00000 00000 00000
2017-11-23 13:52:00  11.794 00000 00000 00000 00000 00164 00000 00272 00192 00856 00000 00000 00000 00000 00000 00000
2017-11-23 13:52:15  11.799 00000 00000 00000 00000 00160 00000 00272 00192 00860 00000 00000 00000 00000 00000 00000
2017-11-23 13:52:30  11.803 00000 00000 00000 00000 00174 00000 00272 00192 00846 00000 00000 00000 00000 00000 00000
2017-11-23 13:52:45  11.807 00000 00000 00000 00000 00163 00000 00272 00192 00857 00000 00000 00000 00000 00000 00000
2017-11-23 13:53:00  11.811 00000 00000 00000 00000 00224 00000 00272 00192 00796 00000 00000 00000 00000 00000 00000
2017-11-23 13:53:15  11.815 00000 00000 00000 00000 00286 00000 00272 00192 00734 00000 00000 00000 00000 00000 00000
2017-11-23 13:53:30  11.819 00000 00000 00000 00000 00310 00000 00272 00192 00710 00000 00000 00000 00000 00000 00000
2017-11-23 13:53:45  11.824 00000 00000 00000 00000 00310 00000 00272 00192 00710 00000 00000 00000 00000 00000 00000
2017-11-23 13:54:00  11.828 00000 00000 00000 00000 00306 00000 00272 00192 00714 00000 00000 00000 00000 00000 00000
2017-11-23 13:54:15  11.832 00000 00000 00000 00000 00284 00000 00272 00192 00736 00000 00000 00000 00000 00000 00000
2017-11-23 13:54:30  11.836 00000 00000 00000 00000 00256 00000 00272 00192 00764 00000 00000 00000 00000 00000 00000
2017-11-23 13:54:45  11.840 00000 00000 00000 00000 00230 00000 00272 00192 00790 00000 00000 00000 00000 00000 00000
2017-11-23 13:55:00  11.844 00000 00000 00000 00000 00210 00000 00272 00192 00810 00000 00000 00000 00000 00000 00000
2017-11-23 13:55:15  11.849 00000 00000 00000 00000 00219 00000 00272 00192 00801 00000 00000 00000 00000 00000 00000
2017-11-23 13:55:30  11.853 00000 00000 00000 00000 00227 00000 00272 00192 00793 00000 00000 00000 00000 00000 00000
2017-11-23 13:55:45  11.857 00000 00000 00000 00000 00235 00000 00272 00192 00785 00000 00000 00000 00000 00000 00000
2017-11-23 13:56:00  11.861 00000 00000 00000 00000 00227 00000 00272 00192 00793 00000 00000 00000 00000 00000 00000
2017-11-23 13:56:15  11.865 00000 00000 00000 00000 00206 00000 00272 00192 00814 00000 00000 00000 00000 00000 00000
2017-11-23 13:56:30  11.869 00000 00000 00000 00000 00223 00000 00272 00192 00797 00000 00000 00000 00000 00000 00000
2017-11-23 13:56:45  11.874 00000 00000 00000 00000 00221 00000 00272 00192 00799 00000 00000 00000 00000 00000 00000
2017-11-23 13:57:00  11.878 00000 00000 00000 00000 00250 00000 00272 00192 00770 00000 00000 00000 00000 00000 00000
2017-11-23 13:57:15  11.882 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 13:57:30  11.886 00000 00000 00000 00000 00237 00000 00272 00192 00783 00000 00000 00000 00000 00000 00000
2017-11-23 13:57:45  11.890 00000 00000 00000 00000 00266 00000 00272 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 13:58:00  11.894 00000 00000 00000 00000 00262 00000 00272 00192 00758 00000 00000 00000 00000 00000 00000
2017-11-23 13:58:15  11.899 00000 00000 00000 00000 00225 00000 00272 00192 00795 00000 00000 00000 00000 00000 00000
2017-11-23 13:58:30  11.903 00000 00000 00000 00000 00208 00000 00272 00192 00812 00000 00000 00000 00000 00000 00000
2017-11-23 13:58:45  11.907 00000 00000 00000 00000 00188 00000 00272 00192 00832 00000 00000 00000 00000 00000 00000
2017-11-23 13:59:00  11.911 00000 00000 00000 00000 00164 00000 00272 00192 00856 00000 00000 00000 00000 00000 00000
2017-11-23 13:59:15  11.915 00000 00000 00000 00000 00180 00000 00272 00192 00840 00000 00000 00000 00000 00000 00000
2017-11-23 13:59:30  11.919 00000 00000 00000 00000 00163 00000 00272 00192 00857 00000 00000 00000 00000 00000 00000
2017-11-23 13:59:45  11.924 00000 00000 00000 00000 00159 00000 00272 00192 00861 00000 00000 00000 00000 00000 00000
2017-11-23 14:00:00  11.928 00000 00000 00000 00000 00157 00000 00272 00192 00863 00000 00000 00000 00000 00000 00000
2017-11-23 14:00:15  11.932 00000 00000 00000 00000 00181 00000 00272 00192 00839 00000 00000 00000 00000 00000 00000
2017-11-23 14:00:30  11.936 00000 00000 00000 00000 00187 00000 00272 00192 00833 00000 00000 00000 00000 00000 00000
2017-11-23 14:00:45  11.940 00000 00000 00000 00000 00200 00000 00272 00192 00820 00000 00000 00000 00000 00000 00000
2017-11-23 14:01:00  11.944 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 14:01:15  11.949 00000 00000 00000 00000 00220 00000 00272 00192 00800 00000 00000 00000 00000 00000 00000
2017-11-23 14:01:30  11.953 00000 00000 00000 00000 00217 00000 00272 00192 00803 00000 00000 00000 00000 00000 00000
2017-11-23 14:01:45  11.957 00000 00000 00000 00000 00241 00000 00272 00192 00779 00000 00000 00000 00000 00000 00000
2017-11-23 14:02:00  11.961 00000 00000 00000 00000 00318 00000 00272 00192 00702 00000 00000 00000 00000 00000 00000
2017-11-23 14:02:15  11.965 00000 00000 00000 00000 00348 00000 00272 00192 00672 00000 00000 00000 00000 00000 00000
2017-11-23 14:02:30  11.969 00000 00000 00000 00000 00366 00000 00272 00192 00654 00000 00000 00000 00000 00000 00000
2017-11-23 14:02:45  11.974 00000 00000 00000 00000 00335 00000 00272 00192 00685 00000 00000 00000 00000 00000 00000
2017-11-23 14:03:00  11.978 00000 00000 00000 00000 00298 00000 00272 00192 00722 00000 00000 00000 00000 00000 00000
2017-11-23 14:03:15  11.982 00000 00000 00000 00000 00222 00000 00272 00192 00798 00000 00000 00000 00000 00000 00000
2017-11-23 14:03:30  11.986 00000 00000 00000 00000 00172 00000 00272 00192 00848 00000 00000 00000 00000 00000 00000
2017-11-23 14:03:45  11.990 00000 00000 00000 00000 00164 00000 00272 00192 00856 00000 00000 00000 00000 00000 00000
